     Time	   ECG1	   ECG2
[09:56:52.258]	 -0.235	 -0.045
[09:56:52.266]	 -0.205	 -0.035
[09:56:52.273]	 -0.205	 -0.015
[09:56:52.281]	 -0.205	 -0.025
[09:56:52.289]	 -0.185	 -0.025
[09:56:52.297]	 -0.195	  0.005
[09:56:52.305]	 -0.195	 -0.005
[09:56:52.313]	 -0.175	  0.015
[09:56:52.320]	 -0.115	  0.015
[09:56:52.328]	 -0.105	  0.005
[09:56:52.336]	 -0.205	  0.045
[09:56:52.344]	 -0.165	  0.035
[09:56:52.352]	 -0.155	  0.035
[09:56:52.359]	 -0.145	  0.045
[09:56:52.367]	 -0.125	  0.055
[09:56:52.375]	 -0.105	  0.055
[09:56:52.383]	 -0.095	  0.055
[09:56:52.391]	 -0.085	  0.055
[09:56:52.398]	 -0.085	  0.045
[09:56:52.406]	 -0.115	  0.055
[09:56:52.414]	 -0.055	  0.045
[09:56:52.422]	 -0.065	  0.025
[09:56:52.430]	 -0.115	  0.005
[09:56:52.438]	 -0.115	 -0.025
[09:56:52.445]	 -0.105	 -0.035
[09:56:52.453]	 -0.105	 -0.025
[09:56:52.461]	 -0.115	 -0.035
[09:56:52.469]	 -0.115	 -0.045
[09:56:52.477]	 -0.115	 -0.035
[09:56:52.484]	 -0.115	 -0.025
[09:56:52.492]	 -0.115	 -0.035
[09:56:52.500]	 -0.125	 -0.025
[09:56:52.508]	 -0.115	  0.005
[09:56:52.516]	 -0.095	  0.005
[09:56:52.523]	 -0.055	 -0.015
[09:56:52.531]	 -0.055	 -0.005
[09:56:52.539]	 -0.035	  0.015
[09:56:52.547]	 -0.045	  0.005
[09:56:52.555]	 -0.015	 -0.015
[09:56:52.563]	 -0.005	 -0.015
[09:56:52.570]	 -0.025	 -0.005
[09:56:52.578]	 -0.025	  0.015
[09:56:52.586]	 -0.075	 -0.025
[09:56:52.594]	 -0.125	 -0.045
[09:56:52.602]	 -0.145	 -0.065
[09:56:52.609]	 -0.155	 -0.045
[09:56:52.617]	 -0.155	 -0.065
[09:56:52.625]	 -0.155	 -0.075
[09:56:52.633]	 -0.155	 -0.065
[09:56:52.641]	 -0.165	  0.035
[09:56:52.648]	 -0.075	  0.255
[09:56:52.656]	  0.315	  0.275
[09:56:52.664]	  0.685	 -0.005
[09:56:52.672]	  0.365	 -0.685
[09:56:52.680]	  0.025	 -0.535
[09:56:52.688]	 -0.095	 -0.245
[09:56:52.695]	 -0.165	 -0.095
[09:56:52.703]	 -0.185	 -0.075
[09:56:52.711]	 -0.185	 -0.075
[09:56:52.719]	 -0.205	 -0.065
[09:56:52.727]	 -0.215	 -0.055
[09:56:52.734]	 -0.205	 -0.045
[09:56:52.742]	 -0.235	 -0.055
[09:56:52.750]	 -0.215	  0.005
[09:56:52.758]	 -0.195	 -0.045
[09:56:52.766]	 -0.185	 -0.045
[09:56:52.773]	 -0.175	 -0.045
[09:56:52.781]	 -0.185	 -0.025
[09:56:52.789]	 -0.175	 -0.025
[09:56:52.797]	 -0.165	 -0.005
[09:56:52.805]	 -0.185	 -0.015
[09:56:52.813]	 -0.145	  0.005
[09:56:52.820]	 -0.175	  0.015
[09:56:52.828]	 -0.145	  0.035
[09:56:52.836]	 -0.155	  0.045
[09:56:52.844]	 -0.145	  0.055
[09:56:52.852]	 -0.115	  0.065
[09:56:52.859]	 -0.115	  0.075
[09:56:52.867]	 -0.095	  0.085
[09:56:52.875]	 -0.085	  0.085
[09:56:52.883]	 -0.085	  0.075
[09:56:52.891]	 -0.095	  0.065
[09:56:52.898]	 -0.095	  0.065
[09:56:52.906]	 -0.085	  0.055
[09:56:52.914]	 -0.075	  0.055
[09:56:52.922]	 -0.095	  0.045
[09:56:52.930]	 -0.075	  0.015
[09:56:52.938]	 -0.075	  0.005
[09:56:52.945]	 -0.105	 -0.015
[09:56:52.953]	 -0.115	 -0.025
[09:56:52.961]	 -0.115	 -0.035
[09:56:52.969]	 -0.095	 -0.025
[09:56:52.977]	 -0.115	 -0.025
[09:56:52.984]	 -0.105	 -0.025
[09:56:52.992]	 -0.115	 -0.025
[09:56:53.000]	 -0.115	 -0.025
[09:56:53.008]	 -0.075	 -0.015
[09:56:53.016]	 -0.065	 -0.035
[09:56:53.023]	 -0.065	 -0.005
[09:56:53.031]	 -0.065	  0.005
[09:56:53.039]	 -0.055	  0.015
[09:56:53.047]	 -0.055	  0.015
[09:56:53.055]	 -0.045	  0.095
[09:56:53.063]	 -0.055	  0.055
[09:56:53.070]	 -0.025	  0.145
[09:56:53.078]	 -0.085	  0.115
[09:56:53.086]	  0.055	 -0.155
[09:56:53.094]	  0.045	 -0.085
[09:56:53.102]	 -0.025	 -0.055
[09:56:53.109]	 -0.065	 -0.035
[09:56:53.117]	 -0.105	 -0.065
[09:56:53.125]	 -0.115	 -0.055
[09:56:53.133]	 -0.125	 -0.045
[09:56:53.141]	 -0.135	 -0.045
[09:56:53.148]	 -0.165	 -0.025
[09:56:53.156]	 -0.165	  0.105
[09:56:53.164]	 -0.025	  0.265
[09:56:53.172]	  0.335	  0.225
[09:56:53.180]	  0.675	 -0.195
[09:56:53.188]	  0.185	 -0.715
[09:56:53.195]	 -0.065	 -0.455
[09:56:53.203]	 -0.135	 -0.185
[09:56:53.211]	 -0.165	 -0.085
[09:56:53.219]	 -0.195	 -0.065
[09:56:53.227]	 -0.205	 -0.045
[09:56:53.234]	 -0.215	 -0.025
[09:56:53.242]	 -0.215	 -0.025
[09:56:53.250]	 -0.205	 -0.025
[09:56:53.258]	 -0.215	 -0.025
[09:56:53.266]	 -0.225	 -0.015
[09:56:53.273]	 -0.215	 -0.015
[09:56:53.281]	 -0.195	 -0.015
[09:56:53.289]	 -0.205	  0.005
[09:56:53.297]	 -0.185	  0.005
[09:56:53.305]	 -0.185	  0.015
[09:56:53.313]	 -0.195	  0.005
[09:56:53.320]	 -0.215	  0.015
[09:56:53.328]	 -0.185	  0.025
[09:56:53.336]	 -0.165	  0.035
[09:56:53.344]	 -0.155	  0.055
[09:56:53.352]	 -0.145	  0.055
[09:56:53.359]	 -0.135	  0.065
[09:56:53.367]	 -0.165	  0.075
[09:56:53.375]	 -0.155	  0.095
[09:56:53.383]	 -0.135	  0.105
[09:56:53.391]	 -0.125	  0.105
[09:56:53.398]	 -0.115	  0.105
[09:56:53.406]	 -0.085	  0.095
[09:56:53.414]	 -0.085	  0.085
[09:56:53.422]	 -0.055	  0.085
[09:56:53.430]	 -0.065	  0.075
[09:56:53.438]	 -0.075	  0.055
[09:56:53.445]	 -0.085	  0.035
[09:56:53.453]	 -0.085	  0.015
[09:56:53.461]	 -0.125	 -0.005
[09:56:53.469]	 -0.135	 -0.015
[09:56:53.477]	 -0.125	 -0.015
[09:56:53.484]	 -0.135	 -0.015
[09:56:53.492]	 -0.135	 -0.015
[09:56:53.500]	 -0.115	 -0.015
[09:56:53.508]	 -0.125	 -0.005
[09:56:53.516]	 -0.135	 -0.015
[09:56:53.523]	 -0.135	 -0.005
[09:56:53.531]	 -0.125	 -0.015
[09:56:53.539]	 -0.115	 -0.005
[09:56:53.547]	 -0.115	 -0.005
[09:56:53.555]	 -0.105	  0.015
[09:56:53.563]	 -0.105	  0.025
[09:56:53.570]	 -0.065	  0.015
[09:56:53.578]	 -0.065	  0.025
[09:56:53.586]	 -0.025	  0.035
[09:56:53.594]	 -0.025	  0.005
[09:56:53.602]	 -0.025	 -0.005
[09:56:53.609]	 -0.025	 -0.005
[09:56:53.617]	 -0.025	 -0.005
[09:56:53.625]	 -0.045	 -0.005
[09:56:53.633]	 -0.085	 -0.025
[09:56:53.641]	 -0.105	 -0.025
[09:56:53.648]	 -0.145	 -0.045
[09:56:53.656]	 -0.145	 -0.045
[09:56:53.664]	 -0.155	 -0.045
[09:56:53.672]	 -0.165	 -0.035
[09:56:53.680]	 -0.195	  0.015
[09:56:53.688]	 -0.195	  0.155
[09:56:53.695]	  0.115	  0.255
[09:56:53.703]	  0.565	  0.145
[09:56:53.711]	  0.635	 -0.405
[09:56:53.719]	  0.055	 -0.625
[09:56:53.727]	 -0.105	 -0.325
[09:56:53.734]	 -0.165	 -0.125
[09:56:53.742]	 -0.165	 -0.055
[09:56:53.750]	 -0.185	 -0.045
[09:56:53.758]	 -0.195	 -0.035
[09:56:53.766]	 -0.185	 -0.035
[09:56:53.773]	 -0.185	 -0.035
[09:56:53.781]	 -0.185	 -0.025
[09:56:53.789]	 -0.195	 -0.015
[09:56:53.797]	 -0.215	 -0.025
[09:56:53.805]	 -0.195	 -0.005
[09:56:53.813]	 -0.185	 -0.005
[09:56:53.820]	 -0.155	  0.015
[09:56:53.828]	 -0.175	 -0.005
[09:56:53.836]	 -0.155	  0.015
[09:56:53.844]	 -0.135	  0.005
[09:56:53.852]	 -0.135	  0.025
[09:56:53.859]	 -0.135	  0.025
[09:56:53.867]	 -0.135	  0.035
[09:56:53.875]	 -0.115	  0.045
[09:56:53.883]	 -0.115	  0.055
[09:56:53.891]	 -0.095	  0.075
[09:56:53.898]	 -0.085	  0.085
[09:56:53.906]	 -0.065	  0.095
[09:56:53.914]	 -0.065	  0.105
[09:56:53.922]	 -0.055	  0.105
[09:56:53.930]	 -0.055	  0.095
[09:56:53.938]	 -0.055	  0.095
[09:56:53.945]	 -0.055	  0.095
[09:56:53.953]	 -0.035	  0.085
[09:56:53.961]	 -0.065	  0.065
[09:56:53.969]	 -0.065	  0.035
[09:56:53.977]	 -0.085	  0.005
[09:56:53.984]	 -0.095	  0.005
[09:56:53.992]	 -0.095	 -0.035
[09:56:54.000]	 -0.085	 -0.015
[09:56:54.008]	 -0.105	 -0.025
[09:56:54.016]	 -0.115	 -0.015
[09:56:54.023]	 -0.095	 -0.005
[09:56:54.031]	 -0.075	 -0.025
[09:56:54.039]	 -0.125	 -0.035
[09:56:54.047]	 -0.115	 -0.035
[09:56:54.055]	 -0.105	 -0.035
[09:56:54.063]	 -0.105	 -0.025
[09:56:54.070]	 -0.095	 -0.025
[09:56:54.078]	 -0.105	 -0.035
[09:56:54.086]	 -0.095	 -0.025
[09:56:54.094]	 -0.095	 -0.025
[09:56:54.102]	 -0.085	 -0.025
[09:56:54.109]	 -0.085	  0.005
[09:56:54.117]	 -0.095	  0.005
[09:56:54.125]	 -0.065	  0.055
[09:56:54.133]	  0.005	 -0.005
[09:56:54.141]	  0.015	 -0.015
[09:56:54.148]	  0.015	 -0.025
[09:56:54.156]	 -0.005	 -0.025
[09:56:54.164]	 -0.025	 -0.025
[09:56:54.172]	 -0.045	 -0.035
[09:56:54.180]	 -0.055	 -0.045
[09:56:54.188]	 -0.095	 -0.045
[09:56:54.195]	 -0.135	 -0.065
[09:56:54.203]	 -0.135	 -0.045
[09:56:54.211]	 -0.135	 -0.055
[09:56:54.219]	 -0.125	 -0.055
[09:56:54.227]	 -0.165	 -0.025
[09:56:54.234]	 -0.175	  0.125
[09:56:54.242]	  0.125	  0.235
[09:56:54.250]	  0.585	  0.135
[09:56:54.258]	  0.605	 -0.425
[09:56:54.266]	  0.045	 -0.615
[09:56:54.273]	 -0.075	 -0.315
[09:56:54.281]	 -0.085	 -0.145
[09:56:54.289]	 -0.105	 -0.065
[09:56:54.297]	 -0.255	 -0.065
[09:56:54.305]	 -0.215	 -0.075
[09:56:54.313]	 -0.205	 -0.075
[09:56:54.320]	 -0.205	 -0.035
[09:56:54.328]	 -0.165	 -0.025
[09:56:54.336]	 -0.175	 -0.025
[09:56:54.344]	 -0.155	 -0.025
[09:56:54.352]	 -0.155	 -0.025
[09:56:54.359]	 -0.145	 -0.025
[09:56:54.367]	 -0.155	 -0.045
[09:56:54.375]	 -0.065	 -0.045
[09:56:54.383]	 -0.095	  0.025
[09:56:54.391]	 -0.195	  0.025
[09:56:54.398]	 -0.165	  0.025
[09:56:54.406]	 -0.165	  0.025
[09:56:54.414]	 -0.135	  0.005
[09:56:54.422]	 -0.115	  0.025
[09:56:54.430]	 -0.095	  0.035
[09:56:54.438]	 -0.085	  0.045
[09:56:54.445]	 -0.055	  0.085
[09:56:54.453]	 -0.035	  0.095
[09:56:54.461]	 -0.015	  0.085
[09:56:54.469]	 -0.005	  0.085
[09:56:54.477]	 -0.015	  0.085
[09:56:54.484]	 -0.005	  0.085
[09:56:54.492]	 -0.005	  0.065
[09:56:54.500]	 -0.035	  0.055
[09:56:54.508]	 -0.035	  0.035
[09:56:54.516]	 -0.055	  0.045
[09:56:54.523]	 -0.035	  0.025
[09:56:54.531]	 -0.035	 -0.015
[09:56:54.539]	 -0.045	 -0.035
[09:56:54.547]	 -0.055	 -0.025
[09:56:54.555]	 -0.075	 -0.035
[09:56:54.563]	 -0.075	 -0.045
[09:56:54.570]	 -0.065	 -0.035
[09:56:54.578]	 -0.055	 -0.035
[09:56:54.586]	 -0.045	 -0.025
[09:56:54.594]	 -0.055	 -0.025
[09:56:54.602]	 -0.075	 -0.035
[09:56:54.609]	 -0.075	 -0.035
[09:56:54.617]	 -0.095	 -0.025
[09:56:54.625]	 -0.075	 -0.035
[09:56:54.633]	 -0.105	 -0.025
[09:56:54.641]	 -0.045	 -0.015
[09:56:54.648]	 -0.055	 -0.015
[09:56:54.656]	 -0.045	 -0.025
[09:56:54.664]	 -0.015	 -0.025
[09:56:54.672]	 -0.005	  0.045
[09:56:54.680]	  0.055	  0.015
[09:56:54.688]	  0.065	  0.015
[09:56:54.695]	 -0.015	 -0.005
[09:56:54.703]	 -0.025	 -0.015
[09:56:54.711]	  0.025	 -0.015
[09:56:54.719]	  0.035	 -0.015
[09:56:54.727]	  0.025	 -0.005
[09:56:54.734]	  0.035	 -0.015
[09:56:54.742]	 -0.015	 -0.035
[09:56:54.750]	 -0.045	 -0.035
[09:56:54.758]	 -0.065	 -0.045
[09:56:54.766]	 -0.055	 -0.045
[09:56:54.773]	 -0.055	 -0.045
[09:56:54.781]	 -0.065	 -0.045
[09:56:54.789]	 -0.095	 -0.005
[09:56:54.797]	 -0.105	  0.145
[09:56:54.805]	  0.115	  0.295
[09:56:54.813]	  0.525	  0.295
[09:56:54.820]	  0.775	 -0.285
[09:56:54.828]	  0.175	 -0.675
[09:56:54.836]	  0.055	 -0.405
[09:56:54.844]	  0.055	 -0.105
[09:56:54.852]	 -0.075	 -0.055
[09:56:54.859]	 -0.135	 -0.055
[09:56:54.867]	 -0.155	 -0.045
[09:56:54.875]	 -0.135	 -0.045
[09:56:54.883]	 -0.115	 -0.035
[09:56:54.891]	 -0.115	 -0.015
[09:56:54.898]	 -0.095	 -0.005
[09:56:54.906]	 -0.085	 -0.005
[09:56:54.914]	 -0.095	 -0.025
[09:56:54.922]	 -0.125	 -0.005
[09:56:54.930]	 -0.115	 -0.015
[09:56:54.938]	 -0.075	 -0.025
[09:56:54.945]	 -0.085	 -0.005
[09:56:54.953]	 -0.095	 -0.005
[09:56:54.961]	 -0.055	  0.005
[09:56:54.969]	 -0.065	  0.015
[09:56:54.977]	 -0.015	  0.025
[09:56:54.984]	 -0.035	  0.045
[09:56:54.992]	 -0.055	  0.055
[09:56:55.000]	 -0.055	  0.075
[09:56:55.008]	 -0.005	  0.115
[09:56:55.016]	  0.015	  0.045
[09:56:55.023]	  0.005	  0.065
[09:56:55.031]	  0.035	  0.055
[09:56:55.039]	  0.045	  0.065
[09:56:55.047]	  0.055	  0.055
[09:56:55.055]	  0.085	  0.065
[09:56:55.063]	  0.075	  0.065
[09:56:55.070]	 -0.025	  0.055
[09:56:55.078]	  0.025	  0.035
[09:56:55.086]	  0.015	  0.025
[09:56:55.094]	 -0.025	  0.005
[09:56:55.102]	  0.025	  0.015
[09:56:55.109]	 -0.015	  0.015
[09:56:55.117]	 -0.005	 -0.005
[09:56:55.125]	  0.005	 -0.015
[09:56:55.133]	  0.015	 -0.015
[09:56:55.141]	  0.035	 -0.015
[09:56:55.148]	  0.115	 -0.005
[09:56:55.156]	 -0.055	  0.005
[09:56:55.164]	 -0.075	  0.005
[09:56:55.172]	 -0.045	 -0.005
[09:56:55.180]	 -0.025	 -0.005
[09:56:55.188]	  0.005	  0.015
[09:56:55.195]	 -0.015	  0.025
[09:56:55.203]	  0.025	 -0.005
[09:56:55.211]	  0.025	  0.005
[09:56:55.219]	  0.015	 -0.015
[09:56:55.227]	 -0.005	  0.025
[09:56:55.234]	 -0.015	  0.085
[09:56:55.242]	 -0.025	 -0.005
[09:56:55.250]	  0.035	 -0.075
[09:56:55.258]	  0.055	 -0.025
[09:56:55.266]	  0.045	 -0.025
[09:56:55.273]	  0.005	 -0.005
[09:56:55.281]	  0.015	  0.025
[09:56:55.289]	  0.015	  0.025
[09:56:55.297]	  0.015	  0.025
[09:56:55.305]	  0.045	  0.035
[09:56:55.313]	  0.065	  0.025
[09:56:55.320]	  0.075	  0.015
[09:56:55.328]	  0.055	 -0.025
[09:56:55.336]	  0.075	  0.025
[09:56:55.344]	  0.085	  0.025
[09:56:55.352]	  0.015	 -0.015
[09:56:55.359]	 -0.005	 -0.005
[09:56:55.367]	 -0.035	 -0.015
[09:56:55.375]	 -0.045	 -0.015
[09:56:55.383]	 -0.055	 -0.015
[09:56:55.391]	 -0.075	  0.035
[09:56:55.398]	 -0.085	  0.015
[09:56:55.406]	 -0.045	  0.115
[09:56:55.414]	  0.065	  0.285
[09:56:55.422]	  0.465	  0.275
[09:56:55.430]	  0.815	 -0.075
[09:56:55.438]	  0.375	 -0.645
[09:56:55.445]	  0.035	 -0.495
[09:56:55.453]	 -0.035	 -0.185
[09:56:55.461]	 -0.005	 -0.085
[09:56:55.469]	 -0.045	  0.005
[09:56:55.477]	 -0.165	 -0.005
[09:56:55.484]	 -0.175	  0.005
[09:56:55.492]	 -0.135	  0.025
[09:56:55.500]	 -0.125	  0.045
[09:56:55.508]	 -0.155	  0.115
[09:56:55.516]	 -0.095	 -0.025
[09:56:55.523]	 -0.085	 -0.025
[09:56:55.531]	 -0.105	  0.005
[09:56:55.539]	 -0.085	  0.015
[09:56:55.547]	 -0.105	  0.025
[09:56:55.555]	 -0.095	  0.035
[09:56:55.563]	 -0.095	  0.025
[09:56:55.570]	 -0.095	  0.055
[09:56:55.578]	 -0.115	  0.045
[09:56:55.586]	 -0.095	  0.085
[09:56:55.594]	 -0.075	  0.085
[09:56:55.602]	 -0.065	  0.085
[09:56:55.609]	 -0.055	  0.105
[09:56:55.617]	 -0.035	  0.125
[09:56:55.625]	  0.005	  0.135
[09:56:55.633]	 -0.015	  0.125
[09:56:55.641]	  0.005	  0.125
[09:56:55.648]	  0.035	  0.105
[09:56:55.656]	  0.155	  0.115
[09:56:55.664]	  0.005	  0.235
[09:56:55.672]	  0.105	  0.165
[09:56:55.680]	 -0.015	  0.255
[09:56:55.688]	 -0.075	 -0.035
[09:56:55.695]	 -0.045	 -0.005
[09:56:55.703]	 -0.015	  0.035
[09:56:55.711]	 -0.045	  0.035
[09:56:55.719]	 -0.035	  0.015
[09:56:55.727]	 -0.045	  0.015
[09:56:55.734]	 -0.035	  0.015
[09:56:55.742]	 -0.035	  0.015
[09:56:55.750]	 -0.055	  0.005
[09:56:55.758]	 -0.055	 -0.005
[09:56:55.766]	 -0.085	  0.015
[09:56:55.773]	 -0.035	  0.015
[09:56:55.781]	 -0.015	  0.025
[09:56:55.789]	 -0.015	  0.025
[09:56:55.797]	 -0.025	  0.025
[09:56:55.805]	 -0.005	  0.035
[09:56:55.813]	  0.025	  0.035
[09:56:55.820]	 -0.005	  0.015
[09:56:55.828]	 -0.025	  0.015
[09:56:55.836]	 -0.035	  0.015
[09:56:55.844]	 -0.025	  0.015
[09:56:55.852]	  0.075	  0.055
[09:56:55.859]	 -0.045	  0.105
[09:56:55.867]	 -0.065	  0.085
[09:56:55.875]	 -0.025	 -0.035
[09:56:55.883]	 -0.015	  0.015
[09:56:55.891]	 -0.005	  0.025
[09:56:55.898]	  0.025	  0.015
[09:56:55.906]	  0.045	  0.025
[09:56:55.914]	  0.065	  0.055
[09:56:55.922]	  0.075	  0.045
[09:56:55.930]	  0.085	  0.025
[09:56:55.938]	  0.075	  0.015
[09:56:55.945]	  0.065	  0.025
[09:56:55.953]	  0.065	  0.015
[09:56:55.961]	  0.005	 -0.005
[09:56:55.969]	 -0.005	 -0.035
[09:56:55.977]	  0.075	 -0.005
[09:56:55.984]	 -0.075	 -0.005
[09:56:55.992]	 -0.055	 -0.005
[09:56:56.000]	 -0.065	  0.005
[09:56:56.008]	 -0.105	  0.045
[09:56:56.016]	 -0.065	  0.215
[09:56:56.023]	  0.165	  0.295
[09:56:56.031]	  0.585	  0.215
[09:56:56.039]	  0.755	 -0.285
[09:56:56.047]	  0.175	 -0.635
[09:56:56.055]	 -0.015	 -0.345
[09:56:56.063]	 -0.035	 -0.095
[09:56:56.070]	 -0.045	 -0.045
[09:56:56.078]	 -0.085	 -0.005
[09:56:56.086]	 -0.105	 -0.005
[09:56:56.094]	 -0.085	 -0.015
[09:56:56.102]	 -0.085	 -0.005
[09:56:56.109]	 -0.075	 -0.005
[09:56:56.117]	 -0.025	  0.015
[09:56:56.125]	 -0.085	  0.005
[09:56:56.133]	 -0.095	  0.035
[09:56:56.141]	 -0.125	  0.025
[09:56:56.148]	 -0.125	  0.035
[09:56:56.156]	 -0.095	  0.045
[09:56:56.164]	 -0.065	  0.055
[09:56:56.172]	 -0.055	  0.075
[09:56:56.180]	 -0.045	  0.055
[09:56:56.188]	 -0.065	  0.055
[09:56:56.195]	 -0.065	  0.065
[09:56:56.203]	 -0.035	  0.085
[09:56:56.211]	 -0.045	  0.085
[09:56:56.219]	 -0.025	  0.095
[09:56:56.227]	  0.005	  0.115
[09:56:56.234]	  0.015	  0.125
[09:56:56.242]	  0.035	  0.135
[09:56:56.250]	  0.045	  0.135
[09:56:56.258]	  0.055	  0.125
[09:56:56.266]	  0.075	  0.105
[09:56:56.273]	  0.105	  0.105
[09:56:56.281]	  0.105	  0.095
[09:56:56.289]	  0.105	  0.105
[09:56:56.297]	  0.005	  0.105
[09:56:56.305]	 -0.055	  0.075
[09:56:56.313]	 -0.025	  0.055
[09:56:56.320]	 -0.025	  0.045
[09:56:56.328]	 -0.025	  0.035
[09:56:56.336]	 -0.025	  0.025
[09:56:56.344]	 -0.025	  0.015
[09:56:56.352]	 -0.015	  0.015
[09:56:56.359]	 -0.035	  0.015
[09:56:56.367]	 -0.045	  0.025
[09:56:56.375]	 -0.015	 -0.005
[09:56:56.383]	  0.005	  0.025
[09:56:56.391]	 -0.015	  0.025
[09:56:56.398]	 -0.005	  0.025
[09:56:56.406]	  0.015	  0.005
[09:56:56.414]	  0.025	 -0.005
[09:56:56.422]	  0.035	  0.025
[09:56:56.430]	  0.005	  0.025
[09:56:56.438]	 -0.015	  0.015
[09:56:56.445]	 -0.025	  0.035
[09:56:56.453]	 -0.005	  0.025
[09:56:56.461]	  0.035	  0.025
[09:56:56.469]	  0.085	  0.015
[09:56:56.477]	  0.105	  0.045
[09:56:56.484]	  0.185	  0.005
[09:56:56.492]	  0.175	 -0.025
[09:56:56.500]	  0.185	  0.015
[09:56:56.508]	  0.115	  0.025
[09:56:56.516]	  0.155	  0.095
[09:56:56.523]	  0.075	  0.175
[09:56:56.531]	  0.125	 -0.045
[09:56:56.539]	  0.085	 -0.015
[09:56:56.547]	  0.085	  0.005
[09:56:56.555]	  0.125	  0.015
[09:56:56.563]	  0.105	  0.035
[09:56:56.570]	  0.085	  0.035
[09:56:56.578]	  0.105	  0.005
[09:56:56.586]	  0.045	 -0.005
[09:56:56.594]	  0.015	  0.005
[09:56:56.602]	  0.025	 -0.025
[09:56:56.609]	 -0.005	 -0.035
[09:56:56.617]	  0.035	 -0.025
[09:56:56.625]	  0.005	 -0.025
[09:56:56.633]	  0.035	  0.015
[09:56:56.641]	  0.035	  0.185
[09:56:56.648]	  0.065	  0.315
[09:56:56.656]	  0.555	  0.255
[09:56:56.664]	  0.865	 -0.185
[09:56:56.672]	  0.315	 -0.605
[09:56:56.680]	  0.075	 -0.385
[09:56:56.688]	  0.015	 -0.075
[09:56:56.695]	  0.015	 -0.085
[09:56:56.703]	 -0.025	 -0.045
[09:56:56.711]	 -0.015	 -0.015
[09:56:56.719]	 -0.025	 -0.015
[09:56:56.727]	 -0.035	 -0.015
[09:56:56.734]	 -0.015	 -0.035
[09:56:56.742]	  0.075	  0.015
[09:56:56.750]	  0.005	  0.045
[09:56:56.758]	 -0.065	  0.045
[09:56:56.766]	 -0.075	  0.045
[09:56:56.773]	 -0.095	  0.135
[09:56:56.781]	 -0.045	  0.015
[09:56:56.789]	 -0.035	  0.035
[09:56:56.797]	 -0.005	  0.025
[09:56:56.805]	  0.015	 -0.005
[09:56:56.813]	 -0.005	  0.015
[09:56:56.820]	 -0.005	  0.035
[09:56:56.828]	  0.035	  0.075
[09:56:56.836]	  0.075	  0.095
[09:56:56.844]	  0.075	  0.075
[09:56:56.852]	  0.215	  0.115
[09:56:56.859]	  0.035	  0.105
[09:56:56.867]	  0.125	  0.165
[09:56:56.875]	 -0.025	  0.125
[09:56:56.883]	  0.015	  0.215
[09:56:56.891]	  0.055	  0.125
[09:56:56.898]	  0.135	  0.035
[09:56:56.906]	  0.135	  0.085
[09:56:56.914]	  0.125	  0.095
[09:56:56.922]	  0.095	  0.085
[09:56:56.930]	  0.095	  0.075
[09:56:56.938]	  0.055	  0.055
[09:56:56.945]	  0.055	  0.045
[09:56:56.953]	  0.045	  0.055
[09:56:56.961]	  0.045	  0.165
[09:56:56.969]	  0.185	  0.065
[09:56:56.977]	  0.075	  0.025
[09:56:56.984]	 -0.055	  0.025
[09:56:56.992]	 -0.135	  0.025
[09:56:57.000]	 -0.035	 -0.075
[09:56:57.008]	  0.015	  0.005
[09:56:57.016]	 -0.015	  0.005
[09:56:57.023]	  0.005	  0.025
[09:56:57.031]	 -0.015	  0.025
[09:56:57.039]	  0.055	  0.055
[09:56:57.047]	  0.015	  0.045
[09:56:57.055]	  0.005	  0.055
[09:56:57.063]	  0.015	  0.035
[09:56:57.070]	  0.105	  0.055
[09:56:57.078]	  0.185	  0.245
[09:56:57.086]	 -0.075	  0.135
[09:56:57.094]	  0.045	 -0.095
[09:56:57.102]	 -0.095	  0.085
[09:56:57.109]	 -0.065	 -0.005
[09:56:57.117]	 -0.045	 -0.055
[09:56:57.125]	 -0.035	 -0.005
[09:56:57.133]	 -0.035	  0.015
[09:56:57.141]	  0.005	  0.025
[09:56:57.148]	  0.065	  0.045
[09:56:57.156]	 -0.085	  0.025
[09:56:57.164]	 -0.025	  0.035
[09:56:57.172]	  0.265	  0.115
[09:56:57.180]	 -0.105	  0.255
[09:56:57.188]	 -0.035	  0.205
[09:56:57.195]	  0.115	 -0.075
[09:56:57.203]	  0.015	 -0.105
[09:56:57.211]	  0.005	  0.015
[09:56:57.219]	  0.015	  0.035
[09:56:57.227]	 -0.045	  0.025
[09:56:57.234]	 -0.055	  0.035
[09:56:57.242]	 -0.075	  0.015
[09:56:57.250]	 -0.055	  0.015
[09:56:57.258]	 -0.035	  0.035
[09:56:57.266]	 -0.005	  0.075
[09:56:57.273]	  0.195	  0.045
[09:56:57.281]	 -0.405	  0.095
[09:56:57.289]	 -0.115	  0.355
[09:56:57.297]	  0.375	  0.355
[09:56:57.305]	  0.735	  0.165
[09:56:57.313]	  0.445	 -0.315
[09:56:57.320]	  0.065	 -0.665
[09:56:57.328]	 -0.035	 -0.255
[09:56:57.336]	 -0.215	 -0.095
[09:56:57.344]	 -0.215	 -0.035
[09:56:57.352]	 -0.205	  0.005
[09:56:57.359]	 -0.185	  0.025
[09:56:57.367]	 -0.195	  0.035
[09:56:57.375]	 -0.195	  0.055
[09:56:57.383]	 -0.185	  0.045
[09:56:57.391]	 -0.175	  0.055
[09:56:57.398]	 -0.205	  0.055
[09:56:57.406]	 -0.185	  0.065
